share_code,company,english_name,address,shortname,legal_person,security,registrated_fund,Principal activities,post code,telephone,fax,website,listed time,prospectus time,Circulation,issue time,PE ration,发行方式,主承销商,上市推荐人,保荐机构
000301,江苏吴江中国东方丝绸市场股份有限公司,"Jiangsu Wujiang China Eastern Silk Market Co., Ltd.",江苏省吴江市盛泽镇市场路丝绸股份大厦,东方市场,计高雄,汪钟颖,"121,823.6445",电力、热力生产和供应业,215228,0512-63527635,0512-63552272,www.cesm.com.cn,2000-05-29,2000-04-24,"10,500",4.18,22.89,"上网定价发行,网下配售",南方证券有限公司 ,华泰证券有限责任公司 南方证券有限公司 , 
000333,美的集团股份有限公司,"Midea Group Co., Ltd.",广东省佛山市顺德区北滘镇美的大道6号美的总部大楼B区26-28楼,美的集团,方洪波,江鹏,"651,963.7198",电气机械和器材制造业,528311,0757-26338888、0757-23604698,0757-26654011,www.midea.com.cn,2013-09-18,2013-09-17,"68,632",44.56,14.16,换股,中信证券股份有限公司 , ,中信证券股份有限公司 中国国际金融有限公司 
000338,潍柴动力股份有限公司,"Weichai Power Co., Ltd.",山东省潍坊市高新技术产业开发区福寿东街197号甲,潍柴动力,谭旭光,戴立新,"799,723.8556",汽车制造业,261061,"0536-2297068,2297072,2297056",0536-8197073,www.weichaipower.com,2007-04-30,2007-04-30,"19,065",20.47, ,换股,中信证券股份有限公司 , ,中信证券股份有限公司 
000400,许继电气股份有限公司,"XJ Electric Co., Ltd.",河南省许昌市许继大道1298号,许继电气,张旭升,李维扬,"100,832.7309",电气机械和器材制造业,461000,0374-3212348,0374-3363549,www.xjec.com,1997-04-18,1997-04-02,"5,000",9.24,13.79,全额预缴、比例配售、余额转存,国通证券有限责任公司 ,国通证券有限责任公司 海南港澳国际信托投资有限公司 , 
000401,唐山冀东水泥股份有限公司,Tangshan Jidong Cement Company Limited,河北省唐山市丰润区林荫路,冀东水泥,姜长禄,刘宇,"134,752.2914",非金属矿物制品业,64000,010-59512081,010-58256630,www.jdsn.com.cn,1996-06-14,1996-05-30,"6,000",5.38,13.45,上网定价发行,国泰证券有限公司 ,国泰证券有限公司 ,国联证券股份有限公司 
000402,金融街控股股份有限公司,"Financial Street Holdings Co., Ltd.",北京市西城区金城坊街7号,金融街,高靓,张晓鹏,"298,892.9907",房地产业,100033,010-66573955,010-66573956,www.jrjkg.com,1996-06-26,1996-06-06,"3,000",3.68, ,上网定价发行,华夏证券有限公司 ,华夏证券有限公司 ,国泰君安证券股份有限公司 
000403,振兴生化股份有限公司,"Zhenxing Biopharmaceutical and Chemical Co., Ltd.",山西省太原市长治路227号高新国际大厦16层,振兴生化,史曜瑜,闫治仲,"27,257.7599",医药制造业,30006,0351-7038776,0351-7038776,www.999yichun.cn,1996-06-28,1996-06-07,"2,400",3.78,14.54,上网定价发行,上海申银证券有限公司 ,上海申银证券有限公司 , 
000404,华意压缩机股份有限公司,"Huayi Compressor Co., Ltd.",江西省景德镇市高新区长虹大道1号,华意压缩,杨秀彪,杨秀彪(代),"69,599.5979",通用设备制造业,333000,0798-8470237,0798-8470221,www.hua-yi.cn,1996-06-19,1996-05-27,"3,500",4.08,13.2,全额预缴、比例配售、余额即退,华夏证券有限公司 ,华夏证券有限公司 , 
000407,山东胜利股份有限公司,"Shandong Shengli Co., Ltd.",山东省济南市高新区港兴三路北段济南药谷1号楼B座32层,胜利股份,王鹏,杜以宏,"88,008.4656",燃气生产和供应业,250102,0531-86920495、88725757,0531-86018518,www.vicome.com,1996-07-03,1996-06-19,"1,050",6,14.63,上网定价发行,国泰证券有限公司 ,国泰证券有限公司 , 
000408,藏格控股股份有限公司,Zangge Holding Company Limited,青海省格尔木市昆仑南路15-02号,藏格控股,肖永明,蒋秀恒,"199,377.9522",化学原料和化学制品制造业,610041,028-65531312,028-65531312, ,1996-06-28,1996-06-13,"1,500",4.8,13.64,上网定价发行,河北证券有限责任公司 ,河北证券有限责任公司 , 
000409,山东地矿股份有限公司,"Shandong Geo-mineral Co., Ltd.",山东省济南市高新区新宇路750号5号楼,山东地矿,张虹,姜世涛,"51,093.1158",综合,250014,0531-88550409,0531-88190331,www.sddkgf.com.cn,1996-06-27,1996-06-12,"2,100",5.68,14.56,全额预缴、比例配售、余额即退,广东证券股份有限公司 ,广东证券股份有限公司 北京证券有限责任公司 , 
000410,沈阳机床股份有限公司,"Shenyang Machine Tool Co., Ltd.",辽宁省沈阳经济技术开发区开发大路17甲1号,沈阳机床,赵彪,张天右,"76,547.0884",通用设备制造业,110142,024-25199956,024-25190877,www.smtcl.com,1996-07-18,1996-06-27,"5,400",4.16,13.87,上网定价发行,南方证券有限公司 ,南方证券有限公司 , 
000411,浙江英特集团股份有限公司,"Zhejiang Int'l Group Co., Ltd.",浙江省杭州市下城区东新路江南巷2号3幢,英特集团,姜巨舫,谭江,"20,744.9946",批发业,310051,"0571-85068752, 85067873",0571-85068752,www.intmedic.com,1996-07-16,1996-06-26,"1,056",4.6, ,上网定价发行,华夏证券有限公司 ,华夏证券有限公司 , 
000413,东旭光电科技股份有限公司,"Dongxu Optoelectronic Technology Co., Ltd.",河北省石家庄市高新技术产业开发区黄河大道9号,东旭光电,李兆廷,龚昕,"573,025.0118",计算机、通信和其他电子设备制造业,100036,010-68297016,010-68297016, ,1996-09-25,1996-09-11,"2,620",6.28,13.96,上网定价发行,申银万国证券股份有限公司 ,平安证券有限责任公司 申银万国证券股份有限公司 , 
000415,渤海金控投资股份有限公司,"Bohai Capital Holding Co., Ltd.",新疆维吾尔自治区乌鲁木齐市沙依巴克区黄河路93号,渤海金控,卓逸群,王景然,"618,452.1282",租赁业,830000,0991-2327723,0991-2327709、010-57582368,www.bohaileasing.com,1996-07-16,1996-06-23,"1,250",6,13.33,全额预缴、比例配售、余额即退,宏源证券股份有限公司 ,南方证券有限公司 , 
000416,民生控股股份有限公司,"Minsheng Holdings Co., Ltd.",山东省青岛市崂山区株州路151号,民生控股,余政,张颖,"53,187.1494",其他金融业,100005,010-85259007,010-85259595, ,1996-07-19,1996-06-24,"1,800",5.35,16.21,全额预缴、比例配售、余额即退,青岛证券公司 ,华夏证券有限公司 青岛证券公司 , 
000417,合肥百货大楼集团股份有限公司,"Hefei Department Store Group Co., Ltd.",安徽省合肥市长江中路150号,合肥百货,刘浩,戴登安,"77,988.4200",零售业,230001,0551-65771035,0551-65771005,www.hfbh.com.cn,1996-08-12,1996-07-08,"1,691",5.8,11.84,全额预缴、比例配售、余额即退,安徽省证券公司 ,安徽省证券公司 ,海通证券股份有限公司 
000418,无锡小天鹅股份有限公司,Wuxi Little Swan Company Limited,江苏省无锡市国家高新技术产业开发区长江南路18号,小天鹅,方洪波,周斯秀,"63,248.7764",电气机械和器材制造业,214028,0510-81082320,0510-83720879,www.littleswan.com,1997-03-28,1997-03-18,"6,000",12.24,13.6,上网定价发行,大鹏证券有限责任公司 ,大鹏证券有限责任公司 , 
000419,长沙通程控股股份有限公司,"Changsha Tongcheng Holdings Co., Ltd.",湖南省长沙市雨花区劳动西路589号,通程控股,周兆达,杨格艺,"54,358.2655",零售业,410007,0731-85534994,0731-85535588,www.e-tongcheng.com,1996-08-16,1996-07-19,"1,500",6.08,16.57,上网定价发行,湘财证券有限责任公司 ,国泰君安证券股份有限公司 , 
000420,吉林化纤股份有限公司,"Jilin Chemical Fibre Stock Co., Ltd.",吉林省吉林市昌邑区九站街516-1号,吉林化纤,宋德武,徐建国,"197,070.6656",化学纤维制造业,132115,0432-63502452,0432-63502329,www.jlcfc.com,1996-08-02,1996-07-23,"3,098",6.99,12.94,上网定价发行,上海申银证券有限公司 ,国泰君安证券股份有限公司 上海申银证券有限公司 , 
000421,南京公用发展股份有限公司,"Nanjing Public Utilities Development Co., Ltd.",江苏省南京市建邺区应天大街927号,南京公用,潘明,徐宁,"57,264.6934",燃气生产和供应业,210019,025-86383650,025-86383600,www.zhong-bei.com,1996-08-06,1996-07-25,"1,374",5.6,15.51,上网定价发行,上海申银证券有限公司 ,上海申银证券有限公司 , 
000422,湖北宜化化工股份有限公司,"Hubei Yihua Chemical Industry Co., Ltd.",湖北省宜昌市猇亭大道399号,湖北宜化,张忠华,强炜,"89,786.6712",化学原料和化学制品制造业,100070,0717-8868081,0717-8868048,www.hbyh.cn,1996-08-15,1996-07-25,"1,635",5.9,14.26,上网定价发行,长江证券有限责任公司 ,长江证券有限责任公司 国泰君安证券股份有限公司 ,广州证券有限责任公司 
000423,东阿阿胶股份有限公司,"Dong-E-E-Jiao Co., Ltd.",山东省东阿县阿胶街78号,东阿阿胶,秦玉峰,吴怀锋,"65,402.1537",医药制造业,252201,0635-3264069,0635-3260786,www.dongeejiao.com,1996-07-29,1996-07-05,"1,090",5.28,15.76,全额预缴、比例配售、余额即退,大鹏证券有限责任公司 ,大鹏证券有限责任公司 山东证券有限责任公司 , 
000425,徐工集团工程机械股份有限公司,"XCMG Construction Machinery Co., Ltd.",江苏省徐州经济技术开发区驮蓝山路26号,徐工机械,王民,费广胜,"700,772.7655",专用设备制造业,221004,0516-87739667,0516-87565610,www.xcmg.com,1996-08-28,1996-08-13,"2,400",4.8,14.3,全额预缴、比例配售、余额即退,南方证券有限公司 ,南方证券有限公司 , 
000426,内蒙古兴业矿业股份有限公司,"Inner Mongolia Xingye Mining Co., Ltd.",内蒙古自治区赤峰市新城区玉龙大街路北、天义路西兴业集团办公楼,兴业矿业,吉兴业,孙凯,"186,850.0557",有色金属矿采选业,24000,0476-8833387,0476-8833383,www.nmxyky.com,1996-08-28,1996-08-01,"1,370",5.88,13.93,上网定价发行,国泰证券有限公司 ,国泰证券有限公司 内蒙古自治区证券公司 , 
000428,华天酒店集团股份有限公司,"Huatian Hotel Group Co., Ltd.",湖南省长沙市解放东路300号,华天酒店,蒋利亚,刘胜(代),"101,892.6000",住宿业,410001,0731-84442888-80889,0731-84442270,www.huatian-hotel.com,1996-08-08,1996-07-19,"2,000",5.98,18.1,上网定价发行,湖南证券股份有限公司 ,上海申银证券有限公司 ,财富证券有限责任公司 
000429,广东省高速公路发展股份有限公司,"Guangdong Provincial Expressway Development Co., Ltd.",广东省广州市白云路85号,粤高速,郑任发,杨汉明,"209,080.6126",道路运输业,510623,020-29004609,020-29004609,www.gpedcl.com,1998-02-20,1998-01-09,"10,000",5.41,14.2,全额预缴、摇号抽签、余额即退,华夏证券有限公司 ,华夏证券有限公司 , 
000430,张家界旅游集团股份有限公司,"Zhang Jia Jie Tourism Group Co., Ltd.",湖南省张家界市南庄坪1号花园,张家界,赵文胜,金鑫,"40,481.7686",公共设施管理业,427000,0744-8295653,0744-8353597,www.zjjgf.com,1996-08-29,1996-08-13,"1,000",6.8,18.13,上网定价发行,海通证券股份有限公司 ,海通证券股份有限公司 , 
000488,山东晨鸣纸业集团股份有限公司,Shandong Chenming Paper Holdings Limited,山东省寿光市圣城街595号,晨鸣纸业,陈洪国, ,"193,640.5467",造纸和纸制品业,262705,0536-2158008,0536-2158977,www.chenmingpaper.com,2000-11-20,2000-11-02,"7,000",20.8, ,"网上询价发行,网下询价发行",南方证券股份有限公司 ,南方证券股份有限公司 , 
000498,山东高速路桥集团股份有限公司,"Shandong Hi-Speed Road and Bridge Co., Ltd.",山东省济南市经五路330号,山东路桥,艾贻忠,管士广,"112,013.9063",土木工程建筑业,250021,0531-87069965,0531-87069902, ,1997-06-09,1997-05-21,"6,000",5.88,14,全额预缴、比例配售、余额转存,国信证券股份有限公司 ,国信证券股份有限公司 华夏证券有限公司 , 
000501,武汉武商集团股份有限公司,"Wuhan Department Store Group Co., Ltd.",湖北省武汉市江汉区解放大道690号,鄂武商,陈军,李轩,"76,899.2731",零售业,430022,027-85714295,027-85714011,www.wushang.com.cn,1992-11-20,1992-04-01,"6,500",3.5, ,定向发行,中信证券股份有限公司 , , 
000502,绿景控股股份有限公司,"Lvjing Holding Co., Ltd.",广东省广州市海珠区同福西路131-133号首层01房,绿景控股,余斌,王斌,"18,481.9607",房地产业,510610,020-85219563,020-85219691,www.000502.cn,1992-11-23,1991-06-05,"1,674",1, ,自办发行,海南省证券公司 ,海南省证券公司 , 
000503,海虹企业(控股)股份有限公司,Searainbow Holding Corp.,海南省海口市文华路18号文华大酒店七层,海虹控股,康健,肖琴,"89,882.2204",互联网和相关服务,570105,010-64424355,0898-68510669,www.searainbow.com,1992-11-30,1991-10-05,"3,104",1, ,定向发行,海南省证券公司 ,海南汇通国际信托投资公司 中国银行深圳国际信托咨询公司 , 
000504,南华生物医药股份有限公司,"NanHua Bio-medicine Co., Ltd.",湖南省长沙市天心区城南西路3号财信大厦13楼,南华生物,石磊,陈勇,"31,157.3901",科技推广和应用服务业,410015,0731-85196775,0731-85196775,www.nhbiogroup.com,1992-12-08,1991-10-28,"3,000",1, ,定向发行, ,海南省证券公司 深圳国际信托投资公司 , 
000505,海南珠江控股股份有限公司,"Hainan Pearl River Holding Co., Ltd.",海南省海口市滨海大道珠江广场帝豪大厦29层,珠江控股,王国丰,赵寅虎,"68,579.0364",农副食品加工业,570125,010-51672029,010-51672010, ,1992-12-21,1992-01-20,"2,109",1, ,定向发行,海南省信托投资公司 ,海南省证券公司 深圳国际信托投资公司 , 
000506,中润资源投资股份有限公司,Zhongrun Resources Investment Corporation,山东省济南市经十路13777号中润世纪广场17栋,中润资源,李明吉,贺明,"92,901.7761",有色金属矿采选业,250014,0531-81665777,0531-81665888, ,1993-03-12,1989-01-27,15,100, ,自办发行, ,深圳经济特区证券公司 四川省证券股份有限公司 , 
000507,珠海港股份有限公司,"Zhuhai Port Co., Ltd.",广东省珠海市高栏港经济区榕树湾8号2001-2号办公,珠海港,欧辉生,薛楠,"78,954.0919",水上运输业,519015,0756--3292216、3292215,0756-3321889,www.0507.com.cn,1993-03-26,1992-02-01,"8,109",1, ,定向发行, , , 
000509,华塑控股股份有限公司,"Huasu Holdings Co., Ltd.",四川省南充市涪江路117号,华塑控股,吴奕中,王鸿,"82,548.3117",橡胶和塑料制品业,610041,028-85365657,028-85365657, ,1993-05-07,1992-01-01,"2,843",1, ,定向发行, , , 
000510,四川金路集团股份有限公司,"Sichuan Jinlu Group Co., Ltd.",四川省德阳市泰山南路二段733号银鑫·五洲广场一期21栋22-23层,金路集团,刘江东,成景豪,"60,918.2254",化学原料和化学制品制造业,618000,0838-2207936,0838-2207936,www.jinlugroup.cn,1993-05-07,1992-12-01,"2,000",3.2, ,公开拍卖, ,国泰君安证券股份有限公司 , 
000511,银基烯碳新材料集团股份有限公司,"Ingenious Ene-Carbon New Materials Group Co., Ltd.",辽宁省沈阳市沈河区青年大街109号,烯碳新材,黄远成,黄远成(代),"115,483.2011",非金属矿物制品业,110014,024-22903598,024-22921377,www.enecarbon-materials.com,1993-05-18,1989-02-21,16,100, ,公开拍卖,建行沈阳市信托投资股份有限公司 ,建行沈阳市信托投资股份有限公司 国泰君安证券股份有限公司 , 
